entry,at,order
"""georgeorg @ wgzHqTfHfQ"" posts a big blind of 20",2026-07-16T02:30:54.501Z,178416905450108
"""Jonah @ xrBY5OZYCv"" posts a small blind of 10",2026-07-16T02:30:54.501Z,178416905450107
"Your hand is 3♣, 6♠",2026-07-16T02:30:54.501Z,178416905450103
"Player stacks: #2 ""georgeorg @ wgzHqTfHfQ"" (700) | #3 ""Stevo @ kI2bCqDOyl"" (1065) | #4 ""peelic @ vOeqrOXpLT"" (1400) | #6 ""Spenny @ S8ENkJ8OQS"" (440) | #10 ""Jonah @ xrBY5OZYCv"" (910)",2026-07-16T02:30:54.501Z,178416905450101
"-- starting hand #120 (id: tyu2ybowo1mt)  No Limit Texas Hold'em (dealer: ""Spenny @ S8ENkJ8OQS"") --",2026-07-16T02:30:54.501Z,178416905450100
"""Spenny @ S8ENkJ8OQS"" shows a 9♦, 7♠.",2026-07-16T02:30:50.871Z,178416905087100
"""Jonah @ xrBY5OZYCv"" shows a K♥.",2026-07-16T02:30:50.335Z,178416905033500
"""georgeorg @ wgzHqTfHfQ"" shows a K♣, 7♥.",2026-07-16T02:30:49.535Z,178416904953500
"Undealt cards: 10♦, 2♣, A♣ [6♠, 5♥]",2026-07-16T02:30:47.907Z,178416904790700
"-- ending hand #119 --",2026-07-16T02:30:46.498Z,178416904649802
"""Jonah @ xrBY5OZYCv"" collected 170 from pot",2026-07-16T02:30:46.498Z,178416904649801
"Uncalled bet of 40 returned to ""Jonah @ xrBY5OZYCv""",2026-07-16T02:30:46.498Z,178416904649800
"""Spenny @ S8ENkJ8OQS"" folds",2026-07-16T02:30:45.693Z,178416904569300
"""peelic @ vOeqrOXpLT"" folds",2026-07-16T02:30:41.785Z,178416904178500
"""Jonah @ xrBY5OZYCv"" bets 40",2026-07-16T02:30:40.386Z,178416904038600
"""Spenny @ S8ENkJ8OQS"" checks",2026-07-16T02:30:37.267Z,178416903726700
"Flop:  [10♦, 2♣, A♣]",2026-07-16T02:30:34.569Z,178416903456900
"""Spenny @ S8ENkJ8OQS"" calls 50",2026-07-16T02:30:33.765Z,178416903376500
"""peelic @ vOeqrOXpLT"" calls 50",2026-07-16T02:30:27.707Z,178416902770700
"""georgeorg @ wgzHqTfHfQ"" folds",2026-07-16T02:30:25.356Z,178416902535600
"""Jonah @ xrBY5OZYCv"" raises to 50",2026-07-16T02:30:22.993Z,178416902299300
"""Spenny @ S8ENkJ8OQS"" calls 20",2026-07-16T02:30:19.728Z,178416901972800
"""peelic @ vOeqrOXpLT"" calls 20",2026-07-16T02:30:18.788Z,178416901878800
"""Stevo @ kI2bCqDOyl"" folds",2026-07-16T02:30:17.889Z,178416901788900
"""georgeorg @ wgzHqTfHfQ"" calls 20",2026-07-16T02:30:16.869Z,178416901686900
"""Jonah @ xrBY5OZYCv"" posts a big blind of 20",2026-07-16T02:30:15.059Z,178416901505908
"""Spenny @ S8ENkJ8OQS"" posts a small blind of 10",2026-07-16T02:30:15.059Z,178416901505907
"Your hand is 6♦, 3♥",2026-07-16T02:30:15.059Z,178416901505903
"Player stacks: #2 ""georgeorg @ wgzHqTfHfQ"" (720) | #3 ""Stevo @ kI2bCqDOyl"" (1065) | #4 ""peelic @ vOeqrOXpLT"" (1450) | #6 ""Spenny @ S8ENkJ8OQS"" (490) | #10 ""Jonah @ xrBY5OZYCv"" (790)",2026-07-16T02:30:15.059Z,178416901505901
