entry,at,order
"""greoeoegoeg @ _sqcLETZ0C"" calls 20",2026-01-08T03:31:41.689Z,176784310168900
"""Stevo @ GBEr6xd4D5"" posts a big blind of 20",2026-01-08T03:31:38.558Z,176784309855809
"""arash @ 21jHaBYWIi"" posts a small blind of 10",2026-01-08T03:31:38.558Z,176784309855808
"Your hand is 5♣, 2♣",2026-01-08T03:31:38.558Z,176784309855805
"Player stacks: #1 ""Spenny @ S8ENkJ8OQS"" (1300) | #2 ""arash @ 21jHaBYWIi"" (900) | #3 ""Stevo @ GBEr6xd4D5"" (1080) | #4 ""greoeoegoeg @ _sqcLETZ0C"" (5000) | #5 ""Jonah @ xrBY5OZYCv"" (1080) | #8 ""peelic @ vOeqrOXpLT"" (1640)",2026-01-08T03:31:38.558Z,176784309855801
"-- starting hand #119 (id: zxuvcrl4jj6q)  (No Limit Texas Hold'em) (dealer: ""Spenny @ S8ENkJ8OQS"") --",2026-01-08T03:31:38.558Z,176784309855800
"""greoeoegoeg @ _sqcLETZ0C"" shows a A♦, 6♣.",2026-01-08T03:31:35.998Z,176784309599800
"""Spenny @ S8ENkJ8OQS"" shows a Q♣, 9♥.",2026-01-08T03:31:33.538Z,176784309353800
"-- ending hand #118 --",2026-01-08T03:31:31.555Z,176784309155502
"""peelic @ vOeqrOXpLT"" collected 1190 from pot with Full House, Q's over 3's (combination: Q♦, Q♠, Q♥, 3♦, 3♥)",2026-01-08T03:31:31.555Z,176784309155501
"""peelic @ vOeqrOXpLT"" shows a 3♦, Q♦.",2026-01-08T03:31:31.555Z,176784309155500
"""Spenny @ S8ENkJ8OQS"" calls 350",2026-01-08T03:31:30.654Z,176784309065400
"""peelic @ vOeqrOXpLT"" raises to 350",2026-01-08T03:31:28.626Z,176784308862600
"""Spenny @ S8ENkJ8OQS"" bets 100",2026-01-08T03:31:23.931Z,176784308393100
"River: Q♠, A♣, 4♣, Q♥ [3♥]",2026-01-08T03:31:18.638Z,176784307863800
"""arash @ 21jHaBYWIi"" folds",2026-01-08T03:31:17.810Z,176784307781000
"""Spenny @ S8ENkJ8OQS"" calls 100",2026-01-08T03:31:08.795Z,176784306879500
"""peelic @ vOeqrOXpLT"" raises to 100",2026-01-08T03:31:02.855Z,176784306285500
"""arash @ 21jHaBYWIi"" calls 20",2026-01-08T03:30:59.557Z,176784305955700
"""Spenny @ S8ENkJ8OQS"" bets 20",2026-01-08T03:30:58.591Z,176784305859100
"Turn: Q♠, A♣, 4♣ [Q♥]",2026-01-08T03:30:51.511Z,176784305151100
"""Jonah @ xrBY5OZYCv"" folds",2026-01-08T03:30:50.688Z,176784305068800
"""greoeoegoeg @ _sqcLETZ0C"" folds",2026-01-08T03:30:49.731Z,176784304973100
"""Stevo @ GBEr6xd4D5"" folds",2026-01-08T03:30:48.825Z,176784304882500
"""arash @ 21jHaBYWIi"" calls 50",2026-01-08T03:30:46.870Z,176784304687000
"""Spenny @ S8ENkJ8OQS"" calls 50",2026-01-08T03:30:39.889Z,176784303988900
"""peelic @ vOeqrOXpLT"" bets 50",2026-01-08T03:30:34.770Z,176784303477000
"""Jonah @ xrBY5OZYCv"" checks",2026-01-08T03:30:28.540Z,176784302854000
"""greoeoegoeg @ _sqcLETZ0C"" checks",2026-01-08T03:30:27.625Z,176784302762500
"""Stevo @ GBEr6xd4D5"" checks",2026-01-08T03:30:26.724Z,176784302672400
"""arash @ 21jHaBYWIi"" checks",2026-01-08T03:30:25.767Z,176784302576700
"""Spenny @ S8ENkJ8OQS"" checks",2026-01-08T03:30:24.805Z,176784302480500
"Flop:  [Q♠, A♣, 4♣]",2026-01-08T03:30:20.192Z,176784302019200
"""arash @ 21jHaBYWIi"" checks",2026-01-08T03:30:19.325Z,176784301932500
"""Spenny @ S8ENkJ8OQS"" calls 20",2026-01-08T03:30:18.307Z,176784301830700
"""peelic @ vOeqrOXpLT"" calls 20",2026-01-08T03:30:17.434Z,176784301743400
"""Jonah @ xrBY5OZYCv"" calls 20",2026-01-08T03:30:16.539Z,176784301653900
"""greoeoegoeg @ _sqcLETZ0C"" calls 20",2026-01-08T03:30:15.593Z,176784301559300
"""Stevo @ GBEr6xd4D5"" calls 20",2026-01-08T03:30:13.027Z,176784301302700
"""arash @ 21jHaBYWIi"" posts a big blind of 20",2026-01-08T03:30:11.644Z,176784301164409
"""Spenny @ S8ENkJ8OQS"" posts a small blind of 10",2026-01-08T03:30:11.644Z,176784301164408
"Your hand is A♦, 6♣",2026-01-08T03:30:11.644Z,176784301164405
"Player stacks: #1 ""Spenny @ S8ENkJ8OQS"" (1820) | #2 ""arash @ 21jHaBYWIi"" (990) | #3 ""Stevo @ GBEr6xd4D5"" (1100) | #4 ""greoeoegoeg @ _sqcLETZ0C"" (5020) | #5 ""Jonah @ xrBY5OZYCv"" (1100) | #8 ""peelic @ vOeqrOXpLT"" (970)",2026-01-08T03:30:11.644Z,176784301164401
"-- starting hand #118 (id: dnha0o5yzbkh)  (No Limit Texas Hold'em) (dealer: ""peelic @ vOeqrOXpLT"") --",2026-01-08T03:30:11.644Z,176784301164400
"""Jonah @ xrBY5OZYCv"" shows a 4♥.",2026-01-08T03:30:06.843Z,176784300684300
"""greoeoegoeg @ _sqcLETZ0C"" shows a 10♣, 3♣.",2026-01-08T03:30:06.079Z,176784300607900
"""arash @ 21jHaBYWIi"" shows a 7♥.",2026-01-08T03:30:05.322Z,176784300532200
"""Spenny @ S8ENkJ8OQS"" shows a 3♥.",2026-01-08T03:30:05.122Z,176784300512200
"""arash @ 21jHaBYWIi"" shows a 10♦.",2026-01-08T03:30:05.058Z,176784300505800
"-- ending hand #117 --",2026-01-08T03:30:03.624Z,176784300362402
